"Id","String"
"dragon_node_ice_kin_area_name","[미정] 얼음 새끼용 지역"
"dragon_node_ice_kin_area_desc","[미정] 주변 강을 얼려 건물 배치 가능"
"dragon_node_fire_awaken_name","[미정] 불 각성"
"dragon_node_fire_awaken_desc","[미정] 패시브(활성 시): 모든 적에게 화상 부여"
"dragon_node_fire_active_name","[미정] 불 액티브 I"
"dragon_node_fire_active_desc","[미정] 액티브 스킬: 화상 틱뎀 가속 / 전역 대미지"
"dragon_node_fire_enhance_name","[미정] 불 강화"
"dragon_node_fire_enhance_desc","[미정] 위 패시브·액티브 수치를 강화합니다."
"dragon_node_fire_ultimate_name","[미정] 불 궁극"
"dragon_node_fire_ultimate_desc","[미정] 이 속성의 최종 강화입니다."
"dragon_node_fire_kin_tower_name","[미정] 불 새끼용 타워"
"dragon_node_fire_kin_tower_desc","[미정] 화상 타워"
"dragon_node_fire_kin_area_name","[미정] 불 새끼용 지역"
"dragon_node_fire_kin_area_desc","[미정] 시야 범위 증가"
"dragon_node_time_awaken_name","[미정] 시간 각성"
"dragon_node_time_awaken_desc","[미정] 패시브(활성 시): 타워 공격속도 증가"
"dragon_node_time_active_name","[미정] 시간 액티브 I"
"dragon_node_time_active_desc","[미정] 액티브 스킬: 파괴된 타워 즉시 수리"
"dragon_node_time_enhance_name","[미정] 시간 강화"
"dragon_node_time_enhance_desc","[미정] 위 패시브·액티브 수치를 강화합니다."
"dragon_node_time_ultimate_name","[미정] 시간 궁극"
"dragon_node_time_ultimate_desc","[미정] 이 속성의 최종 강화입니다."
"dragon_node_time_kin_tower_name","[미정] 시간 새끼용 타워"
"dragon_node_time_kin_tower_desc","[미정] 효과 미정"
"dragon_node_time_kin_area_name","[미정] 시간 새끼용 지역"
"dragon_node_time_kin_area_desc","[미정] 점령 공격대에 포함 가능"
"dragon_node_stone_awaken_name","[미정] 암석 각성"
"dragon_node_stone_awaken_desc","[미정] 패시브(활성 시): 광산 생산량 증가"
"dragon_node_stone_active_name","[미정] 암석 액티브 I"
"dragon_node_stone_active_desc","[미정] 액티브 스킬: 메테오"
"dragon_node_stone_enhance_name","[미정] 암석 강화"
"dragon_node_stone_enhance_desc","[미정] 위 패시브·액티브 수치를 강화합니다."
"dragon_node_stone_ultimate_name","[미정] 암석 궁극"
"dragon_node_stone_ultimate_desc","[미정] 이 속성의 최종 강화입니다."
"dragon_node_stone_kin_tower_name","[미정] 암석 새끼용 타워"
"dragon_node_stone_kin_tower_desc","[미정] 효과 미정"
"dragon_node_stone_kin_area_name","[미정] 암석 새끼용 지역"
"dragon_node_stone_kin_area_desc","[미정] 주변 광산 생산량 증가"
"dragon_node_life_awaken_name","[미정] 생명 각성"
"dragon_node_life_awaken_desc","[미정] 패시브(활성 시): 농장 생산량 증가"
"dragon_node_life_active_name","[미정] 생명 액티브 I"
"dragon_node_life_active_desc","[미정] 액티브 스킬: 바리케이드"
"dragon_node_life_enhance_name","[미정] 생명 강화"
"dragon_node_life_enhance_desc","[미정] 위 패시브·액티브 수치를 강화합니다."
"dragon_node_life_ultimate_name","[미정] 생명 궁극"
"dragon_node_life_ultimate_desc","[미정] 이 속성의 최종 강화입니다."
"dragon_node_life_kin_tower_name","[미정] 생명 새끼용 타워"
"dragon_node_life_kin_tower_desc","[미정] 효과 미정"
"dragon_node_life_kin_area_name","[미정] 생명 새끼용 지역"
"dragon_node_life_kin_area_desc","[미정] 주변 농장 생산량 증가"
"dragon_window_header","용"
"dragon_upgrade_button","강화!"
"dragon_state_invalid","이용 불가"
"dragon_state_completed","완료"
"dragon_state_unavailable_phase","낮에만 가능"
"dragon_state_prerequisite_locked","선행 필요"
"dragon_state_gate_locked","잠김"
"dragon_state_insufficient_resources","자원 부족"
"dragon_state_available","해금 가능"
"dragon_resource_cost","{0} {1}"
"dragon_unknown_resource","[미정] 자원"
"dragon_attribute_ice","얼음"
"dragon_attribute_fire","불"
"dragon_attribute_time","시간"
"dragon_attribute_stone","암석"
"dragon_attribute_life","생명"
"baby_dragon_inventory_title","새끼용 인벤토리"
"baby_dragon_egg_progress","{0} 일"
"baby_dragon_slot_egg_label","{0}"
"baby_dragon_slot_dragon_label","{0}"
"baby_dragon_feed_info","{0}/일"
"baby_dragon_manage_title_format","[미정] {0} 새끼용"
"baby_dragon_manage_status_label","[미정] 상태"
"baby_dragon_manage_status_active","[미정] 활성"
"baby_dragon_manage_status_starving","[미정] 굶주림"
"baby_dragon_manage_feed_label","[미정] 하루 먹이"
"baby_dragon_manage_buff_radius_label","[미정] 버프 반경"
"baby_dragon_manage_buff_multiplier_label","[미정] 버프 배율"
"baby_dragon_manage_mode_attack","[미정] 공격모드"
"baby_dragon_manage_mode_buff","[미정] 버프모드"
"baby_dragon_manage_relocate","[미정] 재배치"
"baby_dragon_manage_skill_tree","[미정] 강화 트리"
"baby_dragon_manage_remove","[미정] 철거"
"baby_dragon_manage_close","[미정] 닫기"
"baby_dragon_manage_night_locked","[미정] 밤에는 재배치할 수 없습니다"
"research_node_tower_damage_name","[미정] 기본 훈련"
"research_node_tower_range_1_name","[미정] 사거리 확장 I"
"research_node_tower_range_1_description","[미정] 사거리 +15%"
"research_node_tower_firerate_1_name","[미정] 연사 개량 I"
"research_node_tower_firerate_1_description","[미정] 공격속도 +12%"
"research_node_tower_manpower_1_name","[미정] 인력 효율 I"
"research_node_tower_manpower_1_description","[미정] 타워 필요 인구 -1 (하한 1)"
"research_node_tower_elemental_unlock_name","[미정] 속성 타워 해금"
"research_node_tower_elemental_unlock_description","[미정] 바이옴 특화 타워 건설 가능"
"research_node_tower_pierce_splash_name","[미정] 관통/스플래시"
"research_node_tower_pierce_splash_description","[미정] 다중 타격 계열 해금"
"research_node_tower_elemental_branch_name","[미정] 속성 특화 분기"
"research_node_tower_elemental_branch_description","[미정] 속성별 특화 효과 강화"
"research_node_production_outer_basic_name","[미정] 외곽 기초자원 채집"
"research_node_production_outer_basic_description","[미정] 외곽 바이옴 기초 4자원 채집 해금"
"research_node_production_specialized_name","[미정] 특화 생산 시설"
"research_node_production_specialized_description","[미정] 바이옴 특화 자원 효율 +20%"
"research_node_production_slime_farm_name","[미정] 슬라임 양식"
"research_node_production_slime_farm_description","[미정] 특화 지역 슬라임 생산 +25%"
"research_node_production_optimize_name","[미정] 생산 최적화"
"research_node_production_optimize_description","[미정] 생산 시설 필요 인구 -1 (하한 1)"
"research_node_production_diagonal_name","[미정] 대각선 지대 개발"
"research_node_production_diagonal_description","[미정] 고수익 대각선 지대 생산 보너스"
"research_node_production_auto_line_name","[미정] 자동 생산 라인"
"research_node_production_auto_line_description","[미정] 정산 시 일부 자원 자동 증산"
"research_node_convenience_scout_1_name","[미정] 정찰 I"
"research_node_convenience_scout_1_description","[미정] 전장의 안개 가시 반경 +1단계"
"research_node_convenience_lab_expand_1_name","[미정] 연구소 증축 I"
"research_node_convenience_lab_expand_1_description","[미정] 연구소 배치 가능 최대 인구 +N (RP 생성량↑)"
"research_node_convenience_tower_move_name","[미정] 타워 이동 해금"
"research_node_convenience_tower_move_description","[미정] 철거 없이 타워 이동 가능"
"research_node_convenience_castle_regen_1_name","[미정] 성 자동 회복 I"
"research_node_convenience_castle_regen_1_description","[미정] 매일 낮 성 체력 패시브 회복"
"research_node_convenience_castle_repair_name","[미정] 성 긴급 수리"
"research_node_convenience_castle_repair_description","[미정] 낮 자원 소모 즉시 수리 효율↑"
"research_node_convenience_expedition_logistics_name","[미정] 원정 물류"
"research_node_convenience_expedition_logistics_description","[미정] 점령 출격 비용/소요 감소"
"research_node_convenience_lab_expand_2_name","[미정] 연구소 증축 II"
"research_node_convenience_lab_expand_2_description","[미정] 연구소 배치 가능 최대 인구 추가 확장"
"research_node_convenience_scout_2_name","[미정] 정찰 II"
"research_node_convenience_scout_2_description","[미정] 가시 반경 대폭 확장 + 랜드마크 표시"
"research_node_convenience_batch_manage_name","[미정] 일괄 배치/관리"
"research_node_convenience_batch_manage_description","[미정] 타워·인구 배치 편의 UI 해금"
"research_node_convenience_auto_settle_name","[미정] 자동 정산 보조"
"research_node_convenience_auto_settle_description","[미정] 정산·배분 자동화 편의"
"research_window_header","연구"
"research_button","연구!"
"research_branch_tower","타워"
"research_branch_production","생산"
"research_branch_convenience","편의"
"research_tier_caption_1","게임 시작"
"research_tier_caption_2","1주기 종료"
"research_tier_caption_3","2주기 종료"
"research_tier_caption_4","3주기 종료"
"research_tier_label","T{0}"
"research_tier_locked_badge","{0}주기"
"dragon_skill_freeze_all_name","[미정] 모든 적 빙결"
"dragon_skill_freeze_all_desc","[미정] 현재 필드의 모든 적을 빙결시킵니다."
"dragon_skill_global_damage_name","[미정] 화상 폭발"
"dragon_skill_global_damage_desc","[미정] 모든 적에게 피해를 주고 화상을 다시 겁니다."
"dragon_skill_repair_towers_name","[미정] 즉시 수리"
"dragon_skill_repair_towers_desc","[미정] 비활성화된 모든 타워를 즉시 복구합니다."
"dragon_skill_meteor_name","[미정] 메테오"
"dragon_skill_meteor_desc","[미정] 지정 지역에 운석을 떨어뜨립니다."
"dragon_skill_castle_heal_name","[미정] 성벽 재생"
"dragon_skill_castle_heal_desc","[미정] 성 체력을 즉시 회복합니다. 바리케이드의 임시 대체입니다."
"main_castle_window_header","[미정] 어미용"
"main_castle_window_attribute_label","[미정] 현재 속성"
"main_castle_window_change_button","[미정] 속성 변경"
"main_castle_window_change_available","[미정] 오늘 1회 변경 가능"
"main_castle_window_change_used","[미정] 오늘은 이미 변경했습니다"
"main_castle_window_slime_label","[미정] 슬라임"
"main_castle_window_skill_tree_button","[미정] 용 스킬트리"
"population_allocation_building_population_format","[미정] 배치 인구: {0}/{1}"
"population_allocation_total_population_format","[미정] 가용 인구: {0}/{1}"
"main_day","{0} 일째"
"buildmode_button_move","이동"
"buildmode_button_remove","삭제"
"ingame_button_buildMode","건설 모드"
"ingame_button_workerMode","일꾼 모드"
"ingame_button_claim","점령"
"ingame_button_research","연구"
"ingame_button_nextNight","밤으로 변경"
"ingame_button_dragon","드래곤"
"claim_overlay_produce","생산 가능"
"claim_panel_duration","걸리는 시간"
"claim_panel_duration_time","{0} 일"
"claim_panel_name","영토 점유"
"claim_panel_cost","필요한 자원"
"claim_panel_button_claim","점령 하기"
"claim_chunk_timer","{0} 일"
"slot_claimList","{0} 일"
"warning_message_claim","밤에는 점령 작업을 할 수 없습니다."
"baby_dragon_toast_egg_granted","[미정] {0} 속성 용의 알을 얻었습니다!"
"baby_dragon_toast_egg_hatched","[미정] {0} 속성 용의 알이 부화했습니다!"
"baby_dragon_guide_open_inventory","[미정] {0} 키나 이 버튼으로 새끼용 인벤토리를 열어 알을 확인하세요."
"baby_dragon_guide_switch_tab","[미정] 이 탭을 눌러보세요."
"baby_dragon_guide_wait_hatch","[미정] 이 알은 며칠 뒤 아침에 부화합니다. {0} 키로 창을 닫고 하루를 보내세요."
"baby_dragon_guide_place_dragon","[미정] 새끼용을 고른 뒤 타일을 클릭해 배치하세요."
"baby_dragon_guide_completed","[미정] 앞으로 주기 보스와 점령으로 알을 더 얻을 수 있습니다."
"baby_dragon_guide_manage_hint","[미정] 배치한 새끼용을 클릭하면 효과를 볼 수 있습니다."
"baby_dragon_guide_reopen_inventory","[미정] 새끼용이 부화했습니다. {0} 키나 이 버튼으로 인벤토리를 열어보세요."
"portal_preview_count","x{0}"
"config_window_header","Settings"
"config_section_graphics","Graphics"
"config_section_sound","Sound"
"config_section_language","Language"
"config_section_key","Key Bindings"
"config_resolution","Resolution"
"config_resolution_format","{0}x{1}"
"config_fullscreen","Fullscreen"
"config_volume_master","Master"
"config_volume_bgm","Music"
"config_volume_se","Effects"
"config_volume_percent","{0}%"
"config_language","Language"
"config_language_en_us","English"
"config_language_ko_kr","Korean"
"save_timestamp_format","[TBD] MMM d, yyyy HH:mm"
"save_last_saved_label","[TBD] Last saved: {0}"
"save_slot_empty","[TBD] Empty"
"save_slot_corrupted","[TBD] Corrupted save"
"save_slot_auto_badge","[TBD] Auto"
"save_slot_day_label","[TBD] Day {0}"
"save_fail_generic","[TBD] Failed to save."
"save_fail_phase","[TBD] You can only save during the day."
"save_fail_serialize","[TBD] Failed to save. (data error)"
"save_fail_disk","[TBD] Failed to save. Check your available disk space."
"load_fail_generic","[TBD] Failed to load."
"load_fail_not_found","[TBD] No save data in this slot."
"load_fail_parse","[TBD] This save file is damaged."
"load_fail_schema","[TBD] This save file is from an incompatible version."
"dragon_babyDragon_Inventory_title","보유한 새끼용 목록"
"dragon_babyDragon_Inventory_egg_title","보유한 알 목록"
"dragon_motherDragon_info_life","[미정] 자연 속성 용의 가호를 받고 있습니다.
(용의 효과 설명 추가)"
"dragon_motherDragon_info_fire","[미정] 불 속성 용의 가호를 받고 있습니다.
(용의 효과 설명 추가)"
"dragon_motherDragon_info_ice","[미정] 얼음 속성 용의 가호를 받고 있습니다.
(용의 효과 설명 추가)"
"dragon_motherDragon_info_time","[미정] 시간 속성 용의 가호를 받고 있습니다.
(용의 효과 설명 추가)"
"dragon_motherDragon_info_stone","[미정]  돌 속성 용의 가호를 받고 있습니다.
(용의 효과 설명 추가)"
"dragon_motherDragon_button_change","변경"
"dragon_motherDragon_header_skillTree","스킬 트리"
"dragon_babyDragon_info_grass","[미정] 초원 속성 새끼용의 정보"
"dragon_babyDragon_info_fire","[미정] 불 속성 새끼용의 정보"
"dragon_babyDragon_info_ice","[미정] 얼음 속성 새끼용의 정보"
"dragon_babyDragon_info_time","[미정] 시간 속성 새끼용의 정보"
"dragon_babyDragon_info_stone","[미정] 돌 속성 새끼용의 정보"
"baby_dragon_guide_place_dragon_tile","[미정] 배치할 타일을 클릭하세요."
"game_speed_multiplier_format","{0}x"
"resource_tooltip_row","{0} {1}"
"resource_tooltip_total","합계"
"resource_forecast_production","생산"
"resource_forecast_population_upkeep","인구 유지비"
"resource_forecast_terrain_upkeep","지역 유지비"
"resource_warning_food","{0} 부족합니다. 이대로 날을 넘기면 인구 {0}명이 굶어 죽습니다."
"resource_warning_material","{0} 부족합니다. 유지비를 내지 못한 시설은 배치된 인구가 해제됩니다."
"resource_warning_generic","{0} 부족합니다. 이대로 날을 넘기면 비용을 낼 수 없습니다."
"resource_warning_depleted","다음 정산 후 바닥납니다."
"resource_name_flame_heart","불꽃의 심장"
"resource_name_snow_crystal","눈의 결정"
"resource_name_time_sand","시간의 모래"
"resource_name_philosopher_stone","현자의 돌"
"warning_message_motherDragon_change","어미용의 속성 변경은 하루에 한 번만 가능합니다."
"guide_confirm_button","[미정] 다음"
"tutorial_ending_next","[미정] 다음"
"tutorial_conquest_unreachable","[미정] 갈 수 없는 땅입니다. 초록색 땅을 고르세요."
"tutorial_day1_next_hint","[미정] 설명을 읽었으면 [다음] 버튼을 눌러 넘어가세요."
"tutorial_day1_next_hint_2","[미정] 눌러야 할 곳이 있을 때는 그곳이 밝게 표시됩니다."
"tutorial_day1_intro","[미정] 밤이 되면 포탈에서 몬스터가 성으로 몰려옵니다."
"tutorial_day1_intro_2","[미정] 성이 무너지면 끝입니다. 낮에 길목을 막아야 합니다."
"tutorial_day1_enter_build_mode","[미정] 건설 모드 버튼을 눌러 건설 창을 여세요."
"tutorial_day1_select_tower_tab","[미정] TOWER 탭을 눌러 지을 수 있는 타워를 확인하세요."
"tutorial_day1_select_tower","[미정] ARROW 타워를 고르세요. 목록의 숫자는 건설에 드는 자원입니다."
"tutorial_day1_place_tower","[미정] 오늘 밤 오는 적이 경로 위에 표시됩니다. 그 길목의 초록색 타일을 클릭해 타워를 세우세요."
"tutorial_day1_select_second_tower","[미정] 타워를 하나 더 고르세요. 한 기로는 밤을 넘기기 어렵습니다."
"tutorial_day1_place_second_tower","[미정] 두 번째 타워도 같은 길목에 세우세요. 한곳에 모을수록 화력이 겹칩니다."
"tutorial_day1_close_build_panel","[미정] ESC를 누르거나 건설 모드 버튼을 다시 눌러 건설 창을 닫으세요."
"tutorial_day1_click_tower","[미정] 방금 세운 타워를 클릭하세요."
"tutorial_day1_assign_population","[미정] +1 ASSIGN 버튼을 눌러 이 타워에 인구를 한 명 배치하세요."
"tutorial_day1_operation_rate","[미정] 인구가 정원에 가까울수록 가동률이 오릅니다."
"tutorial_day1_operation_rate_2","[미정] 가동률이 오르면 공격력과 사거리도 오릅니다. 인구가 없으면 싸우지 않습니다."
"tutorial_day1_unassign_one","[미정] -1 UNASSIGN으로 인구를 한 명 빼 보세요."
"tutorial_day1_assign_all","[미정] ALL ASSIGN 버튼을 눌러 정원까지 한 번에 채우세요."
"tutorial_day1_unassign_all_info","[미정] ALL UNASSIGN은 인구를 한 번에 모두 거둡니다."
"tutorial_day1_close_population_panel","[미정] CLOSE 버튼을 눌러 인구 창을 닫으세요."
"tutorial_day1_click_second_tower","[미정] 인구를 배치하지 않은 다른 타워를 클릭하세요."
"tutorial_day1_open_build_mode_remove","[미정] 건설 모드 버튼을 눌러 건설 창을 여세요. 건물을 철거하려면 이 창이 필요합니다."
"tutorial_day1_resource_before_remove","[미정] 철거하기 전에 위쪽의 보유 자원을 기억해 두세요."
"tutorial_day1_remove_info","[미정] 고른 타워가 그대로 철거 대상입니다. REMOVE 버튼을 누르세요."
"tutorial_day1_refund_info","[미정] 자원이 되돌아왔습니다. 지은 날 안에 철거하면 전액 환급됩니다."
"tutorial_day1_refund_info_2","[미정] 하루가 지나면 70%만 돌아옵니다. 그날 안에 정리하는 편이 이득입니다."
"tutorial_day1_open_building_tab","[미정] BUILDING 탭을 누르세요."
"tutorial_day1_select_research_lab","[미정] 연구소를 고르세요."
"tutorial_day1_place_research_lab","[미정] 초록색 타일을 클릭해 연구소를 세우세요."
"tutorial_day1_click_research_lab","[미정] 세운 연구소를 클릭하세요."
"tutorial_day1_assign_lab_population","[미정] +1 ASSIGN 버튼을 눌러 연구소에 인구를 배치하세요."
"tutorial_day1_research_point_info","[미정] 연구소의 인구가 밤이 끝날 때 연구 포인트를 모아 옵니다."
"tutorial_day1_research_point_info_2","[미정] 인구가 없으면 연구소가 있어도 쌓이지 않습니다."
"tutorial_day1_research_button_info","[미정] 모인 연구 포인트는 연구 버튼에서 씁니다."
"tutorial_day1_research_button_info_2","[미정] 오늘은 포인트가 없습니다. 내일 아침에 다시 오세요."
"tutorial_day1_food_info","[미정] 인구는 매일 식량을 먹습니다. 식량은 농장에서 나옵니다."
"tutorial_day1_food_info_2","[미정] 식량이 떨어지면 인구가 줄고, 타워와 시설도 함께 멈춥니다."
"tutorial_day1_open_factory_tab","[미정] FACTORY 탭을 누르세요."
"tutorial_day1_select_farm","[미정] FARM FIELD를 고르세요."
"tutorial_day1_place_farm","[미정] 초록색 타일을 클릭해 농장을 세우세요."
"tutorial_day1_click_farm","[미정] 세운 농장을 클릭하세요."
"tutorial_day1_assign_farm_population","[미정] +1 ASSIGN 버튼을 눌러 농장에 인구를 배치하세요."
"tutorial_day1_staffing_info","[미정] 생산 시설은 배치한 인구에 비례해 자원을 냅니다."
"tutorial_day1_staffing_info_2","[미정] 인구를 어디에 나눠 두느냐가 그날의 생산량을 정합니다."
"tutorial_day1_close_farm_panel","[미정] CLOSE 버튼을 눌러 인구 창을 닫으세요."
"tutorial_day1_enter_conquest","[미정] 점령 버튼을 눌러 점령 모드를 여세요."
"tutorial_day1_territory_colors","[미정] 노란 선 안이 내 땅, 초록색은 보낼 수 있는 땅입니다."
"tutorial_day1_territory_colors_2","[미정] 붉은색은 닿을 수 없습니다. 내 땅과 맞닿은 곳으로만 이어집니다."
"tutorial_day1_chunk_overlay_info","[미정] 땅 위 숫자는 늘어나는 인구와 캘 수 있는 자원입니다."
"tutorial_day1_select_chunk","[미정] 보낼 땅을 하나 골라 클릭하세요."
"tutorial_day1_conquest_duration","[미정] 걸리는 시간은 점령대가 도착하기까지의 날수입니다."
"tutorial_day1_conquest_monster","[미정] MONSTER 표시가 있는 땅은 얻으면 몬스터가 강해집니다."
"tutorial_day1_conquest_monster_2","[미정] 얻는 것과 감당할 것을 함께 재야 합니다."
"tutorial_day1_conquest_cost","[미정] 필요한 자원은 점령에 드는 자원입니다. 옆으로 밀어 보세요."
"tutorial_day1_send_expedition","[미정] 점령 하기 버튼을 눌러 점령대를 보내세요."
"tutorial_day1_claiming_info","[미정] 점령 중인 땅은 회색 선으로 표시됩니다."
"tutorial_day1_claiming_info_2","[미정] 도착한 날 밤을 넘기면 내 땅이 됩니다. 성이 무너지면 무산됩니다."
"tutorial_day1_exit_conquest","[미정] ESC를 누르거나 점령 버튼을 다시 눌러 점령 모드를 닫으세요."
"tutorial_day1_egg_granted","[미정] 용의 가호가 내렸습니다. 생명 속성의 용의 알을 받았습니다."
"tutorial_day1_open_inventory","[미정] 화면 오른쪽 아래 드래곤 버튼을 눌러 용 창을 여세요."
"tutorial_day1_egg_tab","[미정] BABY DRAGON 탭을 누르세요. 알과 새끼용은 여기서 관리합니다."
"tutorial_day1_egg_hatch_info","[미정] 받은 알은 여기 알 목록에 담깁니다."
"tutorial_day1_egg_hatch_info_2","[미정] 부화까지 남은 날이 적혀 있습니다. 창을 닫고 하루를 보내세요."
"tutorial_day1_close_inventory","[미정] 창을 닫으세요."
"tutorial_day1_night_hint","[미정] 오늘 할 일은 여기까지입니다. 남은 낮은 자유롭게 쓰세요."
"tutorial_day1_night_hint_2","[미정] 밤에 대비했다면 밤으로 변경 버튼을 누르세요."
"tutorial_day1_enter_worker_mode","[미정] 일꾼 모드 버튼을 누르세요."
"tutorial_day1_worker_overlay_info","[미정] 건물마다 배치된 인구와 정원이 함께 표시됩니다."
"tutorial_day1_worker_assign","[미정] 건물을 왼쪽 클릭해 인구를 한 명 배치하세요."
"tutorial_day1_worker_unassign","[미정] 같은 건물을 오른쪽 클릭해 인구를 한 명 거두세요."
"tutorial_day1_worker_bulk_info","[미정] Shift + 클릭은 정원까지, Ctrl + 클릭은 다섯 명씩 움직입니다."
"tutorial_day1_worker_bulk_info_2","[미정] 왼쪽 클릭이 배치, 오른쪽 클릭이 회수인 것은 같습니다."
"tutorial_day1_exit_worker_mode","[미정] ESC를 누르거나 일꾼 모드 버튼을 다시 눌러 이 모드를 닫으세요."
"tutorial_day2_morning_settlement","[미정] 아침이 밝았습니다. 밤이 끝나면 하루치 정산이 이루어집니다."
"tutorial_day2_food_upkeep","[미정] 인구가 먹은 식량이 빠져나갔습니다."
"tutorial_day2_research_point_gained","[미정] 어젯밤 연구소가 모아 온 연구 포인트가 들어왔습니다."
"tutorial_day2_conquest_complete","[미정] 점령대가 도착해 그 땅이 내 것이 되었습니다."
"tutorial_day2_egg_hatched","[미정] 알이 부화했습니다."
"tutorial_day2_open_inventory","[미정] 드래곤 버튼을 눌러 용 창을 여세요."
"tutorial_day2_dragon_tab","[미정] BABY DRAGON 탭을 누르세요."
"tutorial_day2_dragon_slot","[미정] 깨어난 새끼용이 여기 새끼용 목록에 들어왔습니다."
"tutorial_day2_slime_diet","[미정] 새끼용은 자기 속성에 맞는 슬라임만 먹습니다."
"tutorial_day2_slime_diet_2","[미정] 목록에 먹는 슬라임과 하루 소모량이 적혀 있습니다."
"tutorial_day2_select_dragon","[미정] 새끼용 목록의 위치 표시 버튼을 눌러 배치를 시작하세요."
"tutorial_day2_place_dragon","[미정] 초록색 타일을 클릭해 새끼용을 내려놓으세요."
"tutorial_day2_placed_dragon_focus","[미정] 배치 후에는 목록의 신발 모양 아이콘을 누르면 해당 새끼용을 바로 볼 수 있습니다."
"tutorial_day2_click_dragon","[미정] 내려놓은 새끼용을 클릭하세요."
"tutorial_day2_manage_panel_info","[미정] 새끼용의 상태와 주변에 주는 효과를 볼 수 있습니다."
"tutorial_day2_status_row","[미정] 지금 이 새끼용이 제 몫을 하고 있는지 알려 줍니다."
"tutorial_day2_feed_row","[미정] 하루에 먹는 슬라임의 종류와 양입니다."
"tutorial_day2_buff_row","[미정] 효과가 닿는 범위입니다. 이 안에 있는 건물이 도움을 받습니다."
"tutorial_day2_buff_multiplier_row","[미정] 범위 안 건물이 받는 효과의 크기입니다."
"tutorial_day2_starving_info","[미정] 슬라임이 모자라 굶으면 새끼용은 효과를 잃고 멈춥니다."
"tutorial_day2_starving_info_2","[미정] 마릿수가 늘수록 소모량도 늘어납니다. 먹일 만큼만 두세요."
"tutorial_day2_open_skill_tree","[미정] SKILL TREE 버튼을 누르세요."
"tutorial_day2_skill_tree_mother_tab","[미정] 스킬 트리는 어미용 탭에 있습니다. 어미용 탭을 누르세요."
"tutorial_day2_close_skill_tree","[미정] 자원으로 스킬을 해금합니다. 창을 닫으세요."
"tutorial_day2_relocate_dragon","[미정] RELOCATE 버튼을 눌러 새끼용을 다른 자리로 옮겨 보세요."
