"Id","String"
"tutorial_day2_attribute_info","[미정] 지금 어미용의 속성입니다."
"tutorial_day2_attribute_info_2","[미정] 속성이 밤에 쓰는 스킬과 새끼용에게 주는 효과를 정합니다."
"tutorial_day2_change_attribute_info","[미정] 다른 속성을 고르고 CHANGE ATTRIBUTE로 바꿀 수 있습니다."
"tutorial_day2_change_attribute_info_2","[미정] 하루에 한 번뿐이니 그날 밤을 보고 정하세요."
"tutorial_day2_dragon_skill_tree_info","[미정] 오른쪽은 어미용의 스킬 트리입니다."
"tutorial_day2_dragon_skill_tree_info_2","[미정] 지금 속성의 가지만 열려 있어, 속성을 바꾸면 함께 바뀝니다."
"tutorial_day2_close_castle_panel","[미정] 창을 닫으세요."
"tutorial_day2_dragon_skill_button","[미정] 이 창은 DRAGON 버튼으로도 열 수 있습니다."
"tutorial_day2_night_ready","[미정] 어젯밤보다 몬스터가 늘어납니다. 준비되면 NEXT NIGHT을 누르세요."
"tutorial_day3_omen","[미정] 포탈이 크게 흔들립니다. 오늘 밤에 오는 것은 지금까지와 다릅니다."
"tutorial_day3_boss_warning","[미정] 오늘 밤 세 방향에서 몰려오고, 뒤에 보스가 옵니다."
"tutorial_day3_boss_warning_2","[미정] 지금의 힘으로는 막을 수 없습니다."
"tutorial_day3_free_play","[미정] 남은 낮은 자유롭게 쓰고 NEXT NIGHT을 누르세요."
"tutorial_ending_beat_1","[미정] 성이 무너졌습니다. 불길이 잦아든 자리에 아무것도 남지 않았습니다."
"tutorial_ending_beat_2","[미정] 그때 무너진 성 위로 거대한 그림자가 내려앉습니다. 시간의 용입니다."
"tutorial_ending_beat_3","[미정] 「이 밤은 아직 오지 않아도 될 밤이었다.」"
"tutorial_ending_beat_4","[미정] 「돌아가라. 이번에는 다르게 세워라.」"
