"Id","String"
"tutorial_day2_close_lab_panel","[TBD] Press CLOSE to close the staffing panel."
"tutorial_day2_open_research_window","[TBD] Press the RESEARCH button to open the research window."
"tutorial_day2_unlock_node","[TBD] Choose one research from the lowest tier and unlock it."
"tutorial_day2_tier_info","[TBD] Higher tiers open later. Choose what to take first."
"tutorial_day2_close_research_window","[TBD] Close the research window."
"tutorial_day2_click_castle","[TBD] Click the main castle at the centre."
"tutorial_day2_attribute_info","[TBD] This is the mother dragon's current attribute."
"tutorial_day2_attribute_info_2","[TBD] It decides her night skills and the effect she lends."
"tutorial_day2_change_attribute_info","[TBD] Pick another attribute and press CHANGE ATTRIBUTE."
"tutorial_day2_change_attribute_info_2","[TBD] Only once a day, so decide by what the night brings."
"tutorial_day2_dragon_skill_tree_info","[TBD] On the right is the mother dragon's skill tree."
"tutorial_day2_dragon_skill_tree_info_2","[TBD] Only her current branch is open; change it and it shifts."
"tutorial_day2_close_castle_panel","[TBD] Close the window."
"tutorial_day2_dragon_skill_button","[TBD] You can also open this with the DRAGON button."
"tutorial_day2_night_ready","[TBD] More monsters tonight. Press NEXT NIGHT when ready."
"tutorial_day3_omen","[TBD] The portals are shaking hard. What comes tonight is not what came before."
"tutorial_day3_boss_warning","[TBD] Tonight they come from three sides, with a boss behind."
"tutorial_day3_boss_warning_2","[TBD] You cannot hold this with the strength you have."
"tutorial_day3_free_play","[TBD] Use the rest of the day, then press NEXT NIGHT."
"tutorial_ending_beat_1","[TBD] The castle has fallen. Where the fires died down, nothing remains."
"tutorial_ending_beat_2","[TBD] Then a vast shadow settles over the ruins. The dragon of time."
"tutorial_ending_beat_3","[TBD] ""This was not a night that had to come yet."""
"tutorial_ending_beat_4","[TBD] ""Go back. Build it differently this time."""
